stem,output,morph
taʃaʃ,ʔetʃoʃ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʃaʃ,ʔetʃoʃ,FUTURE+FIRST+MF+SINGULAR+MISSING
taʃaʃ,tiʃəʃu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʃaʃ,təʃoʃəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taʃaʃ,tiʃəʃi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʃaʃ,tiʃəʃu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʃaʃ,təʃoʃ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʃaʃ,təʃoʃ,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taʃaʃ,litʃoʃ,INFINITIVE+E+E+E+COMPLETE
taʃaʃ,litʃoʃ,INFINITIVE+E+E+E+MISSING
taʃaʃ,taʃaʃnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʃaʃ,taʃaʃti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʃaʃ,təʃaʃten,PAST+SECOND+F+PLURAL+COMPLETE
taʃaʃ,taʃaʃt,PAST+SECOND+F+SINGULAR+COMPLETE
taʃaʃ,təʃaʃtem,PAST+SECOND+M+PLURAL+COMPLETE
taʃaʃ,taʃaʃta,PAST+SECOND+M+SINGULAR+COMPLETE
taʃaʃ,taʃəʃu,PAST+THIRD+F+PLURAL+COMPLETE
taʃaʃ,taʃəʃa,PAST+THIRD+F+SINGULAR+COMPLETE
taʃaʃ,taʃəʃu,PAST+THIRD+M+PLURAL+COMPLETE
taʃaʃ,taʃaʃ,PAST+THIRD+M+SINGULAR+COMPLETE
taʃaʃ,toʃəʃot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʃaʃ,toʃeʃet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʃaʃ,toʃəʃim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʃaʃ,toʃeiʃ,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʃaʃ,toʃəʃot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʃaʃ,toʃeʃet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʃaʃ,toʃəʃim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʃaʃ,toʃeiʃ,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʃaʃ,toʃəʃot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʃaʃ,toʃeʃet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʃaʃ,toʃəʃim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʃaʃ,toʃeiʃ,PRESENT+THIRD+M+SINGULAR+COMPLETE
tavaħ,təvuħot,BEINONI+FIRST+F+PLURAL+COMPLETE
tavaħ,təvuħa,BEINONI+FIRST+F+SINGULAR+COMPLETE
tavaħ,təvuħim,BEINONI+FIRST+M+PLURAL+COMPLETE
tavaħ,tavuaħ,BEINONI+FIRST+M+SINGULAR+COMPLETE
tavaħ,təvuħot,BEINONI+SECOND+F+PLURAL+COMPLETE
tavaħ,təvuħa,BEINONI+SECOND+F+SINGULAR+COMPLETE
tavaħ,təvuħim,BEINONI+SECOND+M+PLURAL+COMPLETE
tavaħ,tavuaħ,BEINONI+SECOND+M+SINGULAR+COMPLETE
tavaħ,təvuħot,BEINONI+THIRD+F+PLURAL+COMPLETE
tavaħ,təvuħa,BEINONI+THIRD+F+SINGULAR+COMPLETE
tavaħ,təvuħim,BEINONI+THIRD+M+PLURAL+COMPLETE
tavaħ,tavuaħ,BEINONI+THIRD+M+SINGULAR+COMPLETE
tavaħ,nitbaħ,FUTURE+FIRST+MF+PLURAL+COMPLETE
tavaħ,ʔetbaħ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
tavaħ,tivħu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
tavaħ,tivħi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
tavaħ,tivħu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
tavaħ,təvaħ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
tavaħ,litboaħ,INFINITIVE+E+E+E+COMPLETE
tavaħ,litboaħ,INFINITIVE+E+E+E+MISSING
tavaħ,tavaħnu,PAST+FIRST+MF+PLURAL+COMPLETE
tavaħ,tavaħti,PAST+FIRST+MF+SINGULAR+COMPLETE
tavaħ,təvaħten,PAST+SECOND+F+PLURAL+COMPLETE
tavaħ,tavaħt,PAST+SECOND+F+SINGULAR+COMPLETE
tavaħ,təvaħtem,PAST+SECOND+M+PLURAL+COMPLETE
tavaħ,tavaħta,PAST+SECOND+M+SINGULAR+COMPLETE
tavaħ,tavəħu,PAST+THIRD+F+PLURAL+COMPLETE
tavaħ,tavəħa,PAST+THIRD+F+SINGULAR+COMPLETE
tavaħ,tavəħu,PAST+THIRD+M+PLURAL+COMPLETE
tavaħ,tavaħ,PAST+THIRD+M+SINGULAR+COMPLETE
tavaħ,tovəħot,PRESENT+FIRST+F+PLURAL+COMPLETE
tavaħ,tovaħat,PRESENT+FIRST+F+SINGULAR+COMPLETE
tavaħ,tovəħim,PRESENT+FIRST+M+PLURAL+COMPLETE
tavaħ,toveiaħ,PRESENT+FIRST+M+SINGULAR+COMPLETE
tavaħ,tovəħot,PRESENT+SECOND+F+PLURAL+COMPLETE
tavaħ,tovaħat,PRESENT+SECOND+F+SINGULAR+COMPLETE
tavaħ,tovəħim,PRESENT+SECOND+M+PLURAL+COMPLETE
tavaħ,toveiaħ,PRESENT+SECOND+M+SINGULAR+COMPLETE
tavaħ,tovəħot,PRESENT+THIRD+F+PLURAL+COMPLETE
tavaħ,tovaħat,PRESENT+THIRD+F+SINGULAR+COMPLETE
tavaħ,tovəħim,PRESENT+THIRD+M+PLURAL+COMPLETE
tavaħ,toveiaħ,PRESENT+THIRD+M+SINGULAR+COMPLETE
taval,təvulot,BEINONI+FIRST+F+PLURAL+COMPLETE
taval,təvula,BEINONI+FIRST+F+SINGULAR+COMPLETE
taval,təvulim,BEINONI+FIRST+M+PLURAL+COMPLETE
taval,tavul,BEINONI+FIRST+M+SINGULAR+COMPLETE
taval,təvulot,BEINONI+SECOND+F+PLURAL+COMPLETE
taval,təvula,BEINONI+SECOND+F+SINGULAR+COMPLETE
taval,təvulim,BEINONI+SECOND+M+PLURAL+COMPLETE
taval,tavul,BEINONI+SECOND+M+SINGULAR+COMPLETE
taval,təvulot,BEINONI+THIRD+F+PLURAL+COMPLETE
taval,təvula,BEINONI+THIRD+F+SINGULAR+COMPLETE
taval,təvulim,BEINONI+THIRD+M+PLURAL+COMPLETE
taval,tavul,BEINONI+THIRD+M+SINGULAR+COMPLETE
taval,nitbol,FUTURE+FIRST+MF+PLURAL+COMPLETE
taval,nitbol,FUTURE+FIRST+MF+PLURAL+MISSING
taval,ʔetbol,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taval,ʔetbol,FUTURE+FIRST+MF+SINGULAR+MISSING
taval,tivlu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taval,təvoləna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taval,tivli,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taval,tivlu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taval,təvol,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taval,təvol,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taval,litbol,INFINITIVE+E+E+E+COMPLETE
taval,litbol,INFINITIVE+E+E+E+MISSING
taval,tavalnu,PAST+FIRST+MF+PLURAL+COMPLETE
taval,tavalti,PAST+FIRST+MF+SINGULAR+COMPLETE
taval,təvalten,PAST+SECOND+F+PLURAL+COMPLETE
taval,tavalt,PAST+SECOND+F+SINGULAR+COMPLETE
taval,təvaltem,PAST+SECOND+M+PLURAL+COMPLETE
taval,tavalta,PAST+SECOND+M+SINGULAR+COMPLETE
taval,tavəlu,PAST+THIRD+F+PLURAL+COMPLETE
taval,tavəla,PAST+THIRD+F+SINGULAR+COMPLETE
taval,tavəlu,PAST+THIRD+M+PLURAL+COMPLETE
taval,taval,PAST+THIRD+M+SINGULAR+COMPLETE
taval,tovəlot,PRESENT+FIRST+F+PLURAL+COMPLETE
taval,tovelet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taval,tovəlim,PRESENT+FIRST+M+PLURAL+COMPLETE
taval,toveil,PRESENT+FIRST+M+SINGULAR+COMPLETE
taval,tovəlot,PRESENT+SECOND+F+PLURAL+COMPLETE
taval,tovelet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taval,tovəlim,PRESENT+SECOND+M+PLURAL+COMPLETE
taval,toveil,PRESENT+SECOND+M+SINGULAR+COMPLETE
taval,tovəlot,PRESENT+THIRD+F+PLURAL+COMPLETE
taval,tovelet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taval,tovəlim,PRESENT+THIRD+M+PLURAL+COMPLETE
taval,toveil,PRESENT+THIRD+M+SINGULAR+COMPLETE
tavaʕ,təvuʕot,BEINONI+FIRST+F+PLURAL+COMPLETE
tavaʕ,təvuʕa,BEINONI+FIRST+F+SINGULAR+COMPLETE
tavaʕ,təvuʕim,BEINONI+FIRST+M+PLURAL+COMPLETE
tavaʕ,tavuaʕ,BEINONI+FIRST+M+SINGULAR+COMPLETE
tavaʕ,təvuʕot,BEINONI+SECOND+F+PLURAL+COMPLETE
tavaʕ,təvuʕa,BEINONI+SECOND+F+SINGULAR+COMPLETE
tavaʕ,təvuʕim,BEINONI+SECOND+M+PLURAL+COMPLETE
tavaʕ,tavuaʕ,BEINONI+SECOND+M+SINGULAR+COMPLETE
tavaʕ,təvuʕot,BEINONI+THIRD+F+PLURAL+COMPLETE
tavaʕ,təvuʕa,BEINONI+THIRD+F+SINGULAR+COMPLETE
tavaʕ,təvuʕim,BEINONI+THIRD+M+PLURAL+COMPLETE
tavaʕ,tavuaʕ,BEINONI+THIRD+M+SINGULAR+COMPLETE
tavaʕ,nitbaʕ,FUTURE+FIRST+MF+PLURAL+COMPLETE
tavaʕ,ʔetbaʕ,FUTURE+FIRST+MF+SINGULAR+COMPLETE
tavaʕ,tivʕu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
tavaʕ,tivʕi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
tavaʕ,tivʕu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
tavaʕ,təvaʕ,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
tavaʕ,litboaʕ,INFINITIVE+E+E+E+COMPLETE
tavaʕ,litboaʕ,INFINITIVE+E+E+E+MISSING
tavaʕ,tavaʕnu,PAST+FIRST+MF+PLURAL+COMPLETE
tavaʕ,tavaʕti,PAST+FIRST+MF+SINGULAR+COMPLETE
tavaʕ,təvaʕten,PAST+SECOND+F+PLURAL+COMPLETE
tavaʕ,tavaʕt,PAST+SECOND+F+SINGULAR+COMPLETE
tavaʕ,təvaʕtem,PAST+SECOND+M+PLURAL+COMPLETE
tavaʕ,tavaʕta,PAST+SECOND+M+SINGULAR+COMPLETE
tavaʕ,tavəʕu,PAST+THIRD+F+PLURAL+COMPLETE
tavaʕ,tavəʕa,PAST+THIRD+F+SINGULAR+COMPLETE
tavaʕ,tavəʕu,PAST+THIRD+M+PLURAL+COMPLETE
tavaʕ,tavaʕ,PAST+THIRD+M+SINGULAR+COMPLETE
tavaʕ,tovəʕot,PRESENT+FIRST+F+PLURAL+COMPLETE
tavaʕ,tovaʕat,PRESENT+FIRST+F+SINGULAR+COMPLETE
tavaʕ,tovəʕim,PRESENT+FIRST+M+PLURAL+COMPLETE
tavaʕ,toveiaʕ,PRESENT+FIRST+M+SINGULAR+COMPLETE
tavaʕ,tovəʕot,PRESENT+SECOND+F+PLURAL+COMPLETE
tavaʕ,tovaʕat,PRESENT+SECOND+F+SINGULAR+COMPLETE
tavaʕ,tovəʕim,PRESENT+SECOND+M+PLURAL+COMPLETE
tavaʕ,toveiaʕ,PRESENT+SECOND+M+SINGULAR+COMPLETE
tavaʕ,tovəʕot,PRESENT+THIRD+F+PLURAL+COMPLETE
tavaʕ,tovaʕat,PRESENT+THIRD+F+SINGULAR+COMPLETE
tavaʕ,tovəʕim,PRESENT+THIRD+M+PLURAL+COMPLETE
tavaʕ,toveiaʕ,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʔam,nitʔam,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʔam,ʔetʔam,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʔam,təʔamna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʔam,taʔami,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʔam,taʔamu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʔam,təʔam,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʔam,litʔom,INFINITIVE+E+E+E+COMPLETE
taʔam,litʔom,INFINITIVE+E+E+E+MISSING
taʔam,taʔamnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʔam,taʔamti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʔam,təʔamten,PAST+SECOND+F+PLURAL+COMPLETE
taʔam,taʔamt,PAST+SECOND+F+SINGULAR+COMPLETE
taʔam,təʔamtem,PAST+SECOND+M+PLURAL+COMPLETE
taʔam,taʔamta,PAST+SECOND+M+SINGULAR+COMPLETE
taʔam,taʔamu,PAST+THIRD+F+PLURAL+COMPLETE
taʔam,taʔama,PAST+THIRD+F+SINGULAR+COMPLETE
taʔam,taʔamu,PAST+THIRD+M+PLURAL+COMPLETE
taʔam,taʔam,PAST+THIRD+M+SINGULAR+COMPLETE
taʔam,toʔamot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʔam,toʔemet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʔam,toʔamim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʔam,toʔeim,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʔam,toʔamot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʔam,toʔemet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʔam,toʔamim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʔam,toʔeim,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʔam,toʔamot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʔam,toʔemet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʔam,toʔamim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʔam,toʔeim,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʕam,nitʕam,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʕam,ʔetʕam,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʕam,taʕamu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʕam,taʕami,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʕam,taʕamu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʕam,təʕam,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʕam,litʕom,INFINITIVE+E+E+E+COMPLETE
taʕam,litʕom,INFINITIVE+E+E+E+MISSING
taʕam,taʕamnu,PAST+FIRST+MF+PLURAL+COMPLETE
taʕam,taʕamti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʕam,təʕamten,PAST+SECOND+F+PLURAL+COMPLETE
taʕam,taʕamt,PAST+SECOND+F+SINGULAR+COMPLETE
taʕam,təʕamtem,PAST+SECOND+M+PLURAL+COMPLETE
taʕam,taʕamta,PAST+SECOND+M+SINGULAR+COMPLETE
taʕam,taʕamu,PAST+THIRD+F+PLURAL+COMPLETE
taʕam,taʕama,PAST+THIRD+F+SINGULAR+COMPLETE
taʕam,taʕamu,PAST+THIRD+M+PLURAL+COMPLETE
taʕam,taʕam,PAST+THIRD+M+SINGULAR+COMPLETE
taʕam,toʕamot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʕam,toʕemet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʕam,toʕamim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʕam,toʕeim,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʕam,toʕamot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʕam,toʕemet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʕam,toʕamim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʕam,toʕeim,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʕam,toʕamot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʕam,toʕemet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʕam,toʕamim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʕam,toʕeim,PRESENT+THIRD+M+SINGULAR+COMPLETE
taʕan,təʕunot,BEINONI+FIRST+F+PLURAL+COMPLETE
taʕan,təʕuna,BEINONI+FIRST+F+SINGULAR+COMPLETE
taʕan,təʕunim,BEINONI+FIRST+M+PLURAL+COMPLETE
taʕan,taʕun,BEINONI+FIRST+M+SINGULAR+COMPLETE
taʕan,təʕunot,BEINONI+SECOND+F+PLURAL+COMPLETE
taʕan,təʕuna,BEINONI+SECOND+F+SINGULAR+COMPLETE
taʕan,təʕunim,BEINONI+SECOND+M+PLURAL+COMPLETE
taʕan,taʕun,BEINONI+SECOND+M+SINGULAR+COMPLETE
taʕan,təʕunot,BEINONI+THIRD+F+PLURAL+COMPLETE
taʕan,təʕuna,BEINONI+THIRD+F+SINGULAR+COMPLETE
taʕan,təʕunim,BEINONI+THIRD+M+PLURAL+COMPLETE
taʕan,taʕun,BEINONI+THIRD+M+SINGULAR+COMPLETE
taʕan,nitʕan,FUTURE+FIRST+MF+PLURAL+COMPLETE
taʕan,ʔetʕan,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taʕan,taʕanu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taʕan,taʕani,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taʕan,taʕanu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taʕan,təʕan,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taʕan,litʕon,INFINITIVE+E+E+E+COMPLETE
taʕan,litʕon,INFINITIVE+E+E+E+MISSING
taʕan,taʕannu,PAST+FIRST+MF+PLURAL+COMPLETE
taʕan,taʕanti,PAST+FIRST+MF+SINGULAR+COMPLETE
taʕan,təʕanten,PAST+SECOND+F+PLURAL+COMPLETE
taʕan,taʕant,PAST+SECOND+F+SINGULAR+COMPLETE
taʕan,təʕantem,PAST+SECOND+M+PLURAL+COMPLETE
taʕan,taʕanta,PAST+SECOND+M+SINGULAR+COMPLETE
taʕan,taʕanu,PAST+THIRD+F+PLURAL+COMPLETE
taʕan,taʕana,PAST+THIRD+F+SINGULAR+COMPLETE
taʕan,taʕanu,PAST+THIRD+M+PLURAL+COMPLETE
taʕan,taʕan,PAST+THIRD+M+SINGULAR+COMPLETE
taʕan,toʕanot,PRESENT+FIRST+F+PLURAL+COMPLETE
taʕan,toʕenet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taʕan,toʕanim,PRESENT+FIRST+M+PLURAL+COMPLETE
taʕan,toʕein,PRESENT+FIRST+M+SINGULAR+COMPLETE
taʕan,toʕanot,PRESENT+SECOND+F+PLURAL+COMPLETE
taʕan,toʕenet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taʕan,toʕanim,PRESENT+SECOND+M+PLURAL+COMPLETE
taʕan,toʕein,PRESENT+SECOND+M+SINGULAR+COMPLETE
taʕan,toʕanot,PRESENT+THIRD+F+PLURAL+COMPLETE
taʕan,toʕenet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taʕan,toʕanim,PRESENT+THIRD+M+PLURAL+COMPLETE
taʕan,toʕein,PRESENT+THIRD+M+SINGULAR+COMPLETE
taΧaf,təΧufot,BEINONI+FIRST+F+PLURAL+COMPLETE
taΧaf,təΧufa,BEINONI+FIRST+F+SINGULAR+COMPLETE
taΧaf,təΧufim,BEINONI+FIRST+M+PLURAL+COMPLETE
taΧaf,taΧuf,BEINONI+FIRST+M+SINGULAR+COMPLETE
taΧaf,təΧufot,BEINONI+SECOND+F+PLURAL+COMPLETE
taΧaf,təΧufa,BEINONI+SECOND+F+SINGULAR+COMPLETE
taΧaf,təΧufim,BEINONI+SECOND+M+PLURAL+COMPLETE
taΧaf,taΧuf,BEINONI+SECOND+M+SINGULAR+COMPLETE
taΧaf,təΧufot,BEINONI+THIRD+F+PLURAL+COMPLETE
taΧaf,təΧufa,BEINONI+THIRD+F+SINGULAR+COMPLETE
taΧaf,təΧufim,BEINONI+THIRD+M+PLURAL+COMPLETE
taΧaf,taΧuf,BEINONI+THIRD+M+SINGULAR+COMPLETE
taΧaf,nitkof,FUTURE+FIRST+MF+PLURAL+COMPLETE
taΧaf,nitkof,FUTURE+FIRST+MF+PLURAL+MISSING
taΧaf,ʔetkof,FUTURE+FIRST+MF+SINGULAR+COMPLETE
taΧaf,ʔetkof,FUTURE+FIRST+MF+SINGULAR+MISSING
taΧaf,tiΧfu,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
taΧaf,təΧofəna,IMPERATIVE+SECOND+F+PLURAL+MISSING
taΧaf,tiΧfi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
taΧaf,tiΧfu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
taΧaf,təΧof,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
taΧaf,təΧof,IMPERATIVE+SECOND+M+SINGULAR+MISSING
taΧaf,litkof,INFINITIVE+E+E+E+COMPLETE
taΧaf,litkof,INFINITIVE+E+E+E+MISSING
taΧaf,taΧafnu,PAST+FIRST+MF+PLURAL+COMPLETE
taΧaf,taΧafti,PAST+FIRST+MF+SINGULAR+COMPLETE
taΧaf,təΧaften,PAST+SECOND+F+PLURAL+COMPLETE
taΧaf,taΧaft,PAST+SECOND+F+SINGULAR+COMPLETE
taΧaf,təΧaftem,PAST+SECOND+M+PLURAL+COMPLETE
taΧaf,taΧafta,PAST+SECOND+M+SINGULAR+COMPLETE
taΧaf,taΧəfu,PAST+THIRD+F+PLURAL+COMPLETE
taΧaf,taΧəfa,PAST+THIRD+F+SINGULAR+COMPLETE
taΧaf,taΧəfu,PAST+THIRD+M+PLURAL+COMPLETE
taΧaf,taΧaf,PAST+THIRD+M+SINGULAR+COMPLETE
taΧaf,toΧəfot,PRESENT+FIRST+F+PLURAL+COMPLETE
taΧaf,toΧefet,PRESENT+FIRST+F+SINGULAR+COMPLETE
taΧaf,toΧəfim,PRESENT+FIRST+M+PLURAL+COMPLETE
taΧaf,toΧeif,PRESENT+FIRST+M+SINGULAR+COMPLETE
taΧaf,toΧəfot,PRESENT+SECOND+F+PLURAL+COMPLETE
taΧaf,toΧefet,PRESENT+SECOND+F+SINGULAR+COMPLETE
taΧaf,toΧəfim,PRESENT+SECOND+M+PLURAL+COMPLETE
taΧaf,toΧeif,PRESENT+SECOND+M+SINGULAR+COMPLETE
taΧaf,toΧəfot,PRESENT+THIRD+F+PLURAL+COMPLETE
taΧaf,toΧefet,PRESENT+THIRD+F+SINGULAR+COMPLETE
taΧaf,toΧəfim,PRESENT+THIRD+M+PLURAL+COMPLETE
taΧaf,toΧeif,PRESENT+THIRD+M+SINGULAR+COMPLETE
tsadaq,tsəduqot,BEINONI+FIRST+F+PLURAL+COMPLETE
tsadaq,tsəduqa,BEINONI+FIRST+F+SINGULAR+COMPLETE
tsadaq,tsəduqim,BEINONI+FIRST+M+PLURAL+COMPLETE
tsadaq,tsaduq,BEINONI+FIRST+M+SINGULAR+COMPLETE
tsadaq,tsəduqot,BEINONI+SECOND+F+PLURAL+COMPLETE
tsadaq,tsəduqa,BEINONI+SECOND+F+SINGULAR+COMPLETE
tsadaq,tsəduqim,BEINONI+SECOND+M+PLURAL+COMPLETE
tsadaq,tsaduq,BEINONI+SECOND+M+SINGULAR+COMPLETE
tsadaq,tsəduqot,BEINONI+THIRD+F+PLURAL+COMPLETE
tsadaq,tsəduqa,BEINONI+THIRD+F+SINGULAR+COMPLETE
tsadaq,tsəduqim,BEINONI+THIRD+M+PLURAL+COMPLETE
tsadaq,tsaduq,BEINONI+THIRD+M+SINGULAR+COMPLETE
tsadaq,nitsdaq,FUTURE+FIRST+MF+PLURAL+COMPLETE
tsadaq,ʔetsdaq,FUTURE+FIRST+MF+SINGULAR+COMPLETE
tsadaq,tsədaqna,IMPERATIVE+SECOND+F+PLURAL+COMPLETE
tsadaq,tsidqi,IMPERATIVE+SECOND+F+SINGULAR+COMPLETE
tsadaq,tsidqu,IMPERATIVE+SECOND+M+PLURAL+COMPLETE
tsadaq,tsədaq,IMPERATIVE+SECOND+M+SINGULAR+COMPLETE
tsadaq,litsdoq,INFINITIVE+E+E+E+COMPLETE
tsadaq,litsdoq,INFINITIVE+E+E+E+MISSING
tsadaq,tsadaqnu,PAST+FIRST+MF+PLURAL+COMPLETE
tsadaq,tsadaqti,PAST+FIRST+MF+SINGULAR+COMPLETE
tsadaq,tsədaqten,PAST+SECOND+F+PLURAL+COMPLETE
tsadaq,tsadaqt,PAST+SECOND+F+SINGULAR+COMPLETE
tsadaq,tsədaqtem,PAST+SECOND+M+PLURAL+COMPLETE
tsadaq,tsadaqta,PAST+SECOND+M+SINGULAR+COMPLETE
tsadaq,tsadəqu,PAST+THIRD+F+PLURAL+COMPLETE
tsadaq,tsadəqa,PAST+THIRD+F+SINGULAR+COMPLETE
tsadaq,tsadəqu,PAST+THIRD+M+PLURAL+COMPLETE
tsadaq,tsadaq,PAST+THIRD+M+SINGULAR+COMPLETE
tsadaq,tsodəqot,PRESENT+FIRST+F+PLURAL+COMPLETE
tsadaq,tsodeqet,PRESENT+FIRST+F+SINGULAR+COMPLETE
tsadaq,tsodəqim,PRESENT+FIRST+M+PLURAL+COMPLETE
tsadaq,tsodeiq,PRESENT+FIRST+M+SINGULAR+COMPLETE
tsadaq,tsodəqot,PRESENT+SECOND+F+PLURAL+COMPLETE
tsadaq,tsodeqet,PRESENT+SECOND+F+SINGULAR+COMPLETE
tsadaq,tsodəqim,PRESENT+SECOND+M+PLURAL+COMPLETE
tsadaq,tsodeiq,PRESENT+SECOND+M+SINGULAR+COMPLETE
tsadaq,tsodəqot,PRESENT+THIRD+F+PLURAL+COMPLETE
tsadaq,tsodeqet,PRESENT+THIRD+F+SINGULAR+COMPLETE
tsadaq,tsodəqim,PRESENT+THIRD+M+PLURAL+COMPLETE
tsadaq,tsodeiq,PRESENT+THIRD+M+SINGULAR+COMPLETE
tsafan,tsəfunot,BEINONI+FIRST+F+PLURAL+COMPLETE
tsafan,tsəfuna,BEINONI+FIRST+F+SINGULAR+COMPLETE
tsafan,tsəfunim,BEINONI+FIRST+M+PLURAL+COMPLETE
tsafan,tsafun,BEINONI+FIRST+M+SINGULAR+COMPLETE
tsafan,tsəfunot,BEINONI+SECOND+F+PLURAL+COMPLETE
tsafan,tsəfuna,BEINONI+SECOND+F+SINGULAR+COMPLETE
tsafan,tsəfunim,BEINONI+SECOND+M+PLURAL+COMPLETE
tsafan,tsafun,BEINONI+SECOND+M+SINGULAR+COMPLETE
tsafan,tsəfunot,BEINONI+THIRD+F+PLURAL+COMPLETE
tsafan,tsəfuna,BEINONI+THIRD+F+SINGULAR+COMPLETE
tsafan,tsəfunim,BEINONI+THIRD+M+PLURAL+COMPLETE
tsafan,tsafun,BEINONI+THIRD+M+SINGULAR+COMPLETE
tsafan,nitspon,FUTURE+FIRST+MF+PLURAL+COMPLETE
tsafan,nitspon,FUTURE+FIRST+MF+PLURAL+MISSING
tsafan,ʔetspon,FUTURE+FIRST+MF+SINGULAR+COMPLETE
